Order_ID,Date,Customer_Segment,Drone_Model,Delivery_Time_Min,Order_Value_USD,Distance_KM,Weather_Condition,Traffic_Density,Customer_Rating,Kitchen_ID,Promo_Code_Used,Refund_Issued,Late_Delivery
NN-1028,2025-01-07,Corporate,Swift-X,18.0,161.14,4.69,Clear,Low,5.0,KITCH-3,Yes,No,False
NN-1029,2025-07-27,Individual,Swift-X,22.0,193.45,11.62,High Winds,Medium,5.0,KITCH-3,Yes,No,False
NN-1030,2025-10-06,Corporate,Swift-X,24.0,135.98,7.2,Stormy,High,1.0,KITCH-4,Yes,No,True
NN-1031,2025-10-20,Unknown,Heavy-Lift,43.0,86.89,15.23,Clear,Medium,2.0,KITCH-1,Yes,No,True
NN-1032,2025-12-09,VIP,Eco-Glide,24.0,173.45,6.2,High Winds,High,2.0,KITCH-5,No,Yes,False
NN-1033,2025-07-28,VIP,Heavy-Lift,14.0,256.7,14.38,Clear,High,3.0,KITCH-4,No,Yes,False
NN-1034,2025-06-07,Unknown,Eco-Glide,33.0,214.32,14.54,Clear,Low,4.0,KITCH-5,No,No,False
NN-1035,2025-06-02,Unknown,Heavy-Lift,12.0,131.28,4.66,Clear,Medium,1.0,KITCH-2,No,No,False
NN-1036,2025-02-01,Individual,Swift-X,27.0,283.56,12.61,Clear,Low,2.0,KITCH-5,No,Yes,False
NN-1037,2025-12-01,VIP,Eco-Glide,5.0,277.61,7.39,Rainy,High,3.0,KITCH-5,Yes,No,False
NN-1038,2025-02-05,Corporate,Heavy-Lift,11.0,98.38,14.32,High Winds,Medium,3.0,KITCH-5,No,No,False
NN-1039,2025-02-06,VIP,Heavy-Lift,26.0,55.05,7.64,Stormy,Low,2.0,KITCH-5,No,Yes,False
NN-1040,2025-11-27,Corporate,Swift-X,32.0,234.03,11.84,High Winds,High,4.0,KITCH-1,No,Yes,False
NN-1041,2025-04-30,VIP,Swift-X,26.0,256.04,7.88,Rainy,Medium,4.0,KITCH-5,No,No,False
NN-1042,2025-11-10,Unknown,Swift-X,23.0,291.81,4.46,Stormy,Low,4.0,KITCH-2,No,No,False
NN-1043,2025-09-15,VIP,Swift-X,21.0,271.91,4.05,High Winds,Medium,3.0,KITCH-3,No,No,False
NN-1044,2025-08-29,Unknown,Swift-X,10.0,198.14,7.28,Clear,Medium,3.0,KITCH-5,No,No,False
NN-1045,2025-11-26,Corporate,Swift-X,17.0,180.16,12.0,Stormy,Low,2.0,KITCH-5,Yes,No,False
NN-1046,2025-08-02,Individual,Heavy-Lift,20.0,52.1,9.85,High Winds,Low,4.0,KITCH-4,No,Yes,False
NN-1047,2025-11-14,Corporate,Eco-Glide,35.0,107.9,11.05,High Winds,Low,1.0,KITCH-4,Yes,No,False
NN-1048,2025-05-04,Individual,Heavy-Lift,28.0,162.2,5.24,Rainy,Medium,3.0,KITCH-4,Yes,Yes,False
NN-1049,2025-07-21,VIP,Swift-X,7.0,205.27,8.08,Clear,Medium,1.0,KITCH-3,No,No,False
NN-1050,2025-05-08,Corporate,Swift-X,28.0,187.1,1.83,Stormy,High,1.0,KITCH-2,Yes,No,False
NN-1051,2025-03-11,Individual,Eco-Glide,21.0,234.37,12.89,High Winds,Low,3.0,KITCH-2,No,No,False
NN-1052,2025-12-10,VIP,Swift-X,18.0,116.34,15.36,Clear,Low,1.0,KITCH-4,No,Yes,False
NN-1053,2025-10-20,Unknown,Heavy-Lift,31.0,189.06,7.02,Clear,High,1.0,KITCH-5,No,Yes,False
NN-1054,2025-02-27,Individual,Eco-Glide,35.0,67.48,1.36,Rainy,Low,5.0,KITCH-4,Yes,No,False
NN-1055,2025-02-04,VIP,Swift-X,34.0,150.48,3.63,Stormy,High,1.0,KITCH-5,Yes,No,False
NN-1056,2025-05-29,Unknown,Swift-X,16.0,236.29,10.53,Stormy,Low,2.0,KITCH-5,No,No,False
NN-1057,2025-09-30,Corporate,Eco-Glide,21.0,221.82,9.95,Stormy,High,2.0,KITCH-4,No,No,False
NN-1058,2025-06-09,Corporate,Swift-X,28.0,297.61,12.47,Clear,Low,5.0,KITCH-3,No,Yes,False
NN-1059,2025-11-06,Unknown,Swift-X,34.0,115.86,4.83,Clear,High,5.0,KITCH-2,No,No,False
NN-1060,2025-01-15,Unknown,Swift-X,20.0,172.04,12.12,Rainy,Low,2.0,KITCH-2,No,Yes,False
NN-1061,2025-05-22,Individual,Heavy-Lift,23.0,129.03,11.04,Rainy,High,4.0,KITCH-2,No,No,False
NN-1062,2025-09-07,Unknown,Swift-X,13.0,157.35,5.82,Stormy,Medium,4.0,KITCH-4,Yes,No,False
NN-1063,2025-12-26,Unknown,Eco-Glide,13.0,263.52,9.0,Clear,Low,3.0,KITCH-5,Yes,Yes,False
NN-1064,2025-02-17,Individual,Swift-X,33.0,219.47,3.31,High Winds,Low,2.0,KITCH-3,Yes,No,False
NN-1065,2025-01-26,Unknown,Heavy-Lift,38.0,270.02,7.67,High Winds,Low,4.0,KITCH-4,Yes,No,True
NN-1066,2025-03-20,Individual,Heavy-Lift,24.0,96.9,13.8,Clear,High,5.0,KITCH-3,No,Yes,False
NN-1067,2025-12-17,Unknown,Swift-X,35.0,267.71,7.22,Clear,Medium,4.0,KITCH-3,Yes,Yes,False
NN-1068,2025-10-30,VIP,Eco-Glide,28.0,60.24,13.21,Stormy,Medium,3.0,KITCH-3,Yes,Yes,False
NN-1069,2025-12-16,Unknown,Swift-X,18.0,271.59,9.64,Stormy,High,5.0,KITCH-1,No,No,False
NN-1070,2025-03-11,Unknown,Heavy-Lift,25.0,128.91,3.94,Stormy,Low,1.0,KITCH-2,Yes,Yes,True
NN-1071,2025-09-10,Unknown,Swift-X,40.0,125.22,9.51,Clear,High,3.0,KITCH-5,No,No,True
NN-1072,2025-08-15,Unknown,Eco-Glide,24.0,175.58,8.44,Rainy,Low,2.0,KITCH-4,No,Yes,False
NN-1073,2025-04-12,Corporate,Swift-X,40.0,284.88,6.9,Clear,High,3.0,KITCH-3,Yes,No,True
NN-1074,2025-09-24,Individual,Swift-X,24.0,57.18,2.91,High Winds,Low,1.0,KITCH-5,Yes,No,False
NN-1075,2025-01-07,Unknown,Heavy-Lift,33.0,134.82,7.16,Stormy,Low,3.0,KITCH-4,No,Yes,False
NN-1076,2025-11-14,Individual,Swift-X,25.0,263.43,2.24,Stormy,Medium,5.0,KITCH-4,No,Yes,False
NN-1077,2025-11-17,VIP,Swift-X,22.0,145.99,2.61,Rainy,High,4.0,KITCH-1,No,Yes,False
NN-1078,2025-07-10,Individual,Swift-X,25.0,95.79,7.15,Rainy,Low,1.0,KITCH-4,Yes,No,False
NN-1079,2025-07-08,Unknown,Swift-X,5.0,153.32,5.57,Rainy,Medium,4.0,KITCH-5,No,No,False
NN-1080,2025-03-28,VIP,Swift-X,22.0,143.32,14.44,Rainy,High,1.0,KITCH-3,No,Yes,False
NN-1081,2025-09-01,Individual,Swift-X,28.0,278.43,6.57,Clear,Medium,4.0,KITCH-2,Yes,Yes,False
NN-1082,2025-11-12,Unknown,Swift-X,39.0,239.29,12.04,Stormy,Medium,5.0,KITCH-1,Yes,Yes,True
NN-1083,2025-03-15,Corporate,Eco-Glide,19.0,173.8,8.78,Rainy,Medium,1.0,KITCH-2,No,Yes,False
NN-1084,2025-08-31,Unknown,Heavy-Lift,16.0,297.03,11.27,Clear,Medium,5.0,KITCH-2,Yes,No,False
NN-1085,2025-01-29,Unknown,Heavy-Lift,19.0,163.65,4.92,Clear,High,2.0,KITCH-3,Yes,No,False
NN-1086,2025-04-19,VIP,Swift-X,34.0,59.85,14.67,High Winds,Low,3.0,KITCH-5,No,Yes,False
NN-1087,2025-11-08,VIP,Eco-Glide,28.0,111.88,8.78,High Winds,High,1.0,KITCH-1,Yes,Yes,False
NN-1088,2025-02-20,Corporate,Eco-Glide,19.0,156.2,13.09,Clear,High,2.0,KITCH-4,No,Yes,False
NN-1089,2025-01-29,Corporate,Swift-X,30.0,85.01,6.42,Clear,Medium,3.0,KITCH-1,Yes,No,False
NN-1090,2025-10-01,Unknown,Eco-Glide,25.0,286.63,2.63,High Winds,Medium,3.0,KITCH-1,Yes,No,False
NN-1091,2025-08-31,Corporate,Heavy-Lift,34.0,240.55,10.83,High Winds,Medium,3.0,KITCH-3,Yes,Yes,False
NN-1092,2025-03-17,Unknown,Swift-X,17.0,113.41,1.31,Clear,Medium,4.0,KITCH-2,Yes,Yes,False
NN-1093,2025-12-15,Unknown,Swift-X,21.0,195.66,8.0,Clear,Low,4.0,KITCH-3,No,Yes,False
NN-1094,2025-06-25,Corporate,Swift-X,21.0,228.97,3.96,Clear,Low,1.0,KITCH-4,No,Yes,False
NN-1095,2025-08-12,VIP,Swift-X,10.0,285.03,10.17,Clear,Low,3.0,KITCH-4,Yes,No,False
NN-1096,2025-01-31,VIP,Eco-Glide,27.0,269.82,15.21,Stormy,Medium,5.0,KITCH-4,Yes,No,False
NN-1097,2025-11-07,Corporate,Heavy-Lift,27.0,176.37,7.84,Clear,Medium,4.0,KITCH-1,No,Yes,False
NN-1098,2025-05-08,Individual,Swift-X,25.0,242.54,12.89,Rainy,High,2.0,KITCH-3,No,No,False
NN-1099,2025-10-08,Individual,Swift-X,22.0,188.35,8.46,Rainy,High,3.0,KITCH-1,No,No,False
NN-1100,2025-04-08,VIP,Swift-X,10.0,185.94,8.29,Clear,Low,3.0,KITCH-3,No,No,False
NN-1101,2025-09-30,Corporate,Heavy-Lift,20.0,74.26,14.51,Rainy,Low,3.0,KITCH-1,No,Yes,False
NN-1102,2025-07-21,Unknown,Swift-X,21.0,77.17,13.93,High Winds,High,1.0,KITCH-4,Yes,No,False
NN-1103,2025-10-31,VIP,Swift-X,16.0,180.03,12.44,Clear,High,5.0,KITCH-1,Yes,Yes,False
NN-1104,2025-05-30,Unknown,Swift-X,23.0,113.56,5.44,High Winds,Low,3.0,KITCH-1,Yes,Yes,False
NN-1105,2025-11-28,Corporate,Heavy-Lift,29.0,50.36,8.99,Stormy,Low,3.0,KITCH-1,Yes,No,False
NN-1106,2025-11-30,Unknown,Heavy-Lift,43.0,229.32,4.4,Stormy,Low,3.0,KITCH-1,No,No,True
NN-1107,2025-02-06,VIP,Swift-X,26.0,53.28,7.55,Clear,High,2.0,KITCH-1,No,Yes,False
NN-1108,2025-11-06,Unknown,Eco-Glide,27.0,196.8,8.12,Clear,Medium,4.0,KITCH-2,No,Yes,False
NN-1109,2025-07-15,VIP,Swift-X,24.0,182.49,13.09,Rainy,Low,1.0,KITCH-5,Yes,No,False
NN-1110,2025-02-19,VIP,Swift-X,5.0,292.05,14.01,Clear,Low,2.0,KITCH-3,Yes,Yes,False
NN-1111,2025-02-12,Corporate,Heavy-Lift,25.0,168.47,7.13,Clear,High,2.0,KITCH-1,No,Yes,True
NN-1112,2025-01-26,Corporate,Heavy-Lift,25.0,61.22,1.45,Clear,Medium,1.0,KITCH-2,No,No,False
NN-1113,2025-08-16,Corporate,Heavy-Lift,49.0,185.68,13.52,High Winds,Low,3.0,KITCH-3,Yes,No,True
NN-1114,2025-07-12,Unknown,Swift-X,23.0,259.48,3.69,Clear,High,3.0,KITCH-2,Yes,No,False
NN-1115,2025-03-02,Individual,Swift-X,28.0,299.2,10.09,Stormy,High,1.0,KITCH-2,Yes,No,False
NN-1116,2025-11-16,VIP,Swift-X,24.0,154.74,1.56,High Winds,Medium,4.0,KITCH-4,Yes,No,False
NN-1117,2025-11-25,Corporate,Eco-Glide,13.0,126.68,6.91,Rainy,Medium,3.0,KITCH-2,Yes,No,False
NN-1118,2025-06-10,Individual,Swift-X,36.0,276.2,15.3,High Winds,High,4.0,KITCH-2,No,No,True
NN-1119,2025-10-23,Individual,Swift-X,32.0,93.77,2.64,Clear,Medium,3.0,KITCH-5,Yes,No,False
NN-1120,2025-12-21,Individual,Swift-X,32.0,201.93,7.26,Clear,High,3.0,KITCH-2,Yes,Yes,False
NN-1121,2025-07-26,Corporate,Swift-X,15.0,148.46,5.59,Stormy,Medium,5.0,KITCH-3,No,Yes,False
NN-1122,2025-01-18,Corporate,Swift-X,39.0,55.48,14.14,High Winds,Medium,3.0,KITCH-4,Yes,Yes,True
NN-1123,2025-04-22,Individual,Swift-X,10.0,133.56,13.63,Stormy,High,4.0,KITCH-3,Yes,Yes,False
NN-1124,2025-09-27,Individual,Heavy-Lift,30.0,112.63,4.6,Clear,Low,2.0,KITCH-3,No,Yes,False
NN-1125,2025-01-08,Unknown,Eco-Glide,46.0,219.95,2.36,Stormy,High,2.0,KITCH-1,No,Yes,True
NN-1126,2025-03-20,Corporate,Swift-X,15.0,286.94,10.17,Clear,Medium,4.0,KITCH-4,No,No,False
NN-1127,2025-02-06,Unknown,Swift-X,19.0,113.35,6.01,High Winds,High,5.0,KITCH-2,No,No,False
NN-1128,2025-10-02,Unknown,Swift-X,25.0,251.92,10.81,Clear,High,3.0,KITCH-2,Yes,No,False
NN-1129,2025-10-05,VIP,Swift-X,19.0,59.12,1.66,Rainy,Low,4.0,KITCH-5,Yes,Yes,False
NN-1130,2025-12-06,Corporate,Swift-X,9.0,182.22,3.11,Clear,High,5.0,KITCH-5,Yes,Yes,False
NN-1131,2025-07-14,Corporate,Eco-Glide,25.0,62.99,11.02,Rainy,Low,3.0,KITCH-2,Yes,Yes,False
NN-1132,2025-03-05,Individual,Swift-X,14.0,283.18,4.24,Stormy,High,4.0,KITCH-5,No,Yes,False
NN-1133,2025-05-14,Corporate,Swift-X,29.0,240.42,13.46,High Winds,Low,3.0,KITCH-1,No,Yes,False
NN-1134,2025-02-18,Corporate,Swift-X,15.0,212.78,2.04,Clear,Low,5.0,KITCH-2,No,No,False
NN-1135,2025-04-13,Individual,Swift-X,40.0,255.09,4.28,Clear,Low,3.0,KITCH-5,No,Yes,True
NN-1136,2025-07-26,Unknown,Heavy-Lift,17.0,210.12,15.48,High Winds,Low,3.0,KITCH-5,Yes,Yes,False
NN-1137,2025-04-17,Corporate,Swift-X,21.0,292.08,7.39,Rainy,Medium,1.0,KITCH-5,No,Yes,False
NN-1138,2025-12-10,Corporate,Swift-X,33.0,227.06,11.25,Clear,High,1.0,KITCH-2,Yes,Yes,False
NN-1139,2025-10-13,VIP,Heavy-Lift,12.0,280.79,3.81,Stormy,High,3.0,KITCH-3,Yes,Yes,False
NN-1140,2025-12-25,Unknown,Swift-X,27.0,176.87,9.92,Stormy,Low,3.0,KITCH-1,No,Yes,False
NN-1141,2025-12-17,Corporate,Swift-X,38.0,74.85,11.58,High Winds,High,4.0,KITCH-1,Yes,No,True
NN-1142,2025-04-25,VIP,Eco-Glide,8.0,179.69,5.7,Clear,High,4.0,KITCH-5,No,Yes,False
NN-1143,2025-10-12,Individual,Heavy-Lift,26.0,77.35,13.05,High Winds,High,1.0,KITCH-1,No,Yes,False
NN-1144,2025-02-09,Individual,Eco-Glide,27.0,196.09,9.83,Clear,High,3.0,KITCH-1,Yes,No,False
NN-1145,2025-02-02,Individual,Heavy-Lift,32.0,168.04,6.76,High Winds,Medium,3.0,KITCH-1,Yes,Yes,False
NN-1146,2025-11-05,Corporate,Swift-X,12.0,203.76,9.17,Stormy,High,3.0,KITCH-5,Yes,No,False
NN-1147,2025-02-10,Corporate,Heavy-Lift,11.0,47.56,9.45,Rainy,High,1.0,KITCH-4,No,No,False
NN-1148,2025-01-13,Unknown,Eco-Glide,30.0,94.68,3.57,Clear,Low,2.0,KITCH-4,No,No,False
NN-1149,2025-10-18,Individual,Swift-X,27.0,169.10500000000002,6.96,Rainy,Low,3.0,KITCH-2,No,No,False
NN-1150,2025-01-27,Corporate,Eco-Glide,27.0,287.38,6.11,Clear,Medium,5.0,KITCH-2,No,Yes,False
NN-1151,2025-08-10,Unknown,Swift-X,28.0,142.82,6.93,High Winds,Low,1.0,KITCH-3,Yes,Yes,False
NN-1152,2025-04-21,Corporate,Eco-Glide,18.0,153.21,12.08,Stormy,High,3.0,KITCH-4,No,Yes,False
NN-1153,2025-01-26,Corporate,Swift-X,27.0,227.25,8.1,Clear,Low,1.0,KITCH-4,Yes,No,False
NN-1154,2025-03-31,Individual,Swift-X,27.0,198.97,14.65,Clear,Medium,3.0,KITCH-4,No,Yes,False
NN-1155,2025-02-05,Unknown,Heavy-Lift,17.0,121.23,5.4,Stormy,High,2.0,KITCH-2,No,No,False
NN-1156,2025-11-26,Unknown,Swift-X,43.0,149.76,7.14,Clear,Low,1.0,KITCH-1,No,Yes,True
NN-1157,2025-11-19,Unknown,Eco-Glide,29.0,100.51,12.45,Rainy,High,5.0,KITCH-1,Yes,No,False
NN-1158,2025-04-12,VIP,Swift-X,13.0,291.34,9.01,High Winds,Medium,1.0,KITCH-1,No,No,False
NN-1159,2025-08-15,Individual,Eco-Glide,31.0,78.31,9.02,Rainy,High,1.0,KITCH-2,No,No,False
NN-1160,2025-08-16,Individual,Swift-X,15.0,139.82,1.96,Clear,Low,4.0,KITCH-2,Yes,No,False
NN-1161,2025-05-20,Corporate,Eco-Glide,32.0,51.59,6.9,Clear,Low,5.0,KITCH-2,No,Yes,False
NN-1162,2025-05-15,Corporate,Swift-X,36.0,101.55,5.07,Clear,High,2.0,KITCH-4,No,Yes,True
NN-1163,2025-01-03,Unknown,Swift-X,16.0,244.02,15.49,Rainy,High,5.0,KITCH-4,Yes,No,False
NN-1164,2025-09-17,VIP,Swift-X,34.0,96.3,5.61,Clear,Medium,3.0,KITCH-2,No,No,False
NN-1165,2025-02-15,Unknown,Swift-X,29.0,65.42,13.85,High Winds,Low,1.0,KITCH-1,Yes,No,False
NN-1166,2025-04-25,VIP,Heavy-Lift,33.0,165.99,10.87,Clear,High,4.0,KITCH-4,Yes,Yes,False
NN-1167,2025-11-03,Individual,Swift-X,43.0,47.54,6.08,High Winds,Low,5.0,KITCH-3,Yes,No,True
NN-1168,2025-12-25,VIP,Swift-X,22.0,66.62,8.97,Rainy,Low,2.0,KITCH-1,No,Yes,False
NN-1169,2025-03-15,Individual,Eco-Glide,17.0,250.94,13.22,Clear,Low,2.0,KITCH-3,Yes,Yes,False
NN-1170,2025-12-14,Corporate,Swift-X,16.0,241.73,13.83,High Winds,Low,3.0,KITCH-3,Yes,No,False
NN-1171,2025-06-08,VIP,Swift-X,16.0,172.02,3.49,Stormy,Low,5.0,KITCH-2,Yes,Yes,False
NN-1172,2025-01-06,VIP,Eco-Glide,24.0,262.9,6.06,High Winds,Medium,5.0,KITCH-3,Yes,Yes,False
NN-1173,2025-02-04,Individual,Heavy-Lift,28.0,219.21,5.99,Clear,Low,3.0,KITCH-4,No,Yes,False
NN-1174,2025-05-27,Unknown,Swift-X,27.0,58.34,1.8,High Winds,High,1.0,KITCH-3,No,Yes,False
NN-1175,2025-03-08,Unknown,Swift-X,33.0,244.63,9.75,Clear,Medium,5.0,KITCH-3,Yes,Yes,False
NN-1176,2025-04-07,Individual,Heavy-Lift,25.0,260.61,13.42,Clear,Medium,3.0,KITCH-1,Yes,No,False
NN-1177,2025-06-24,Corporate,Heavy-Lift,39.0,248.77,6.66,Clear,High,5.0,KITCH-5,No,No,True
NN-1178,2025-07-20,Unknown,Swift-X,22.0,174.66,11.78,Rainy,Medium,1.0,KITCH-3,No,No,False
NN-1179,2025-01-16,VIP,Swift-X,52.0,104.39,10.18,High Winds,Low,3.0,KITCH-5,No,No,True
NN-1180,2025-12-14,Corporate,Swift-X,31.0,260.56,6.57,Clear,Medium,5.0,KITCH-4,Yes,No,False
NN-1181,2025-10-21,Individual,Heavy-Lift,16.0,230.43,3.22,Stormy,Medium,3.0,KITCH-3,No,Yes,False
NN-1182,2025-12-25,VIP,Heavy-Lift,14.0,295.09,11.34,Rainy,Medium,2.0,KITCH-4,No,No,False
NN-1183,2025-12-12,Corporate,Eco-Glide,29.0,84.7,13.42,High Winds,Medium,5.0,KITCH-5,Yes,Yes,False
NN-1184,2025-06-30,Corporate,Eco-Glide,22.0,102.54,11.01,Clear,Low,4.0,KITCH-5,Yes,No,False
NN-1185,2025-08-29,Unknown,Heavy-Lift,32.0,99.01,1.46,High Winds,Low,1.0,KITCH-1,No,Yes,False
NN-1186,2025-10-10,VIP,Heavy-Lift,29.0,247.1,4.29,Clear,Medium,1.0,KITCH-4,No,No,False
NN-1187,2025-01-06,Unknown,Eco-Glide,24.0,92.66,2.19,Clear,Low,3.0,KITCH-3,Yes,No,False
NN-1188,2025-09-05,VIP,Swift-X,16.0,62.0,9.36,High Winds,Medium,1.0,KITCH-3,No,No,False
NN-1189,2025-02-27,Corporate,Swift-X,9.0,299.63,12.02,Clear,High,3.0,KITCH-3,Yes,Yes,False
NN-1190,2025-04-26,Corporate,Swift-X,20.0,51.33,2.78,Rainy,Medium,1.0,KITCH-2,No,No,False
NN-1191,2025-11-10,VIP,Eco-Glide,33.0,172.02,13.19,Clear,High,4.0,KITCH-1,No,No,False
NN-1192,2025-09-06,Individual,Heavy-Lift,27.0,138.17,9.14,Clear,Medium,3.0,KITCH-2,No,Yes,False
NN-1193,2025-11-28,Individual,Swift-X,12.0,259.61,11.07,Clear,Medium,2.0,KITCH-1,Yes,No,False
NN-1194,2025-01-17,Unknown,Swift-X,24.0,186.43,15.09,Stormy,Medium,1.0,KITCH-5,No,No,True
NN-1195,2025-07-29,Corporate,Swift-X,28.0,274.92,2.4,Stormy,Medium,3.0,KITCH-4,No,Yes,False
NN-1196,2025-09-09,Unknown,Eco-Glide,16.0,281.18,14.09,Clear,High,2.0,KITCH-5,No,Yes,False
NN-1197,2025-03-24,VIP,Swift-X,26.0,47.32,3.0,High Winds,Medium,1.0,KITCH-5,Yes,No,False
NN-1198,2025-11-03,VIP,Eco-Glide,25.0,64.23,6.82,Clear,Low,4.0,KITCH-5,Yes,Yes,False
NN-1199,2025-05-29,VIP,Eco-Glide,13.0,108.84,13.38,Stormy,Low,3.0,KITCH-2,Yes,Yes,False
NN-1200,2025-07-04,Individual,Heavy-Lift,28.0,215.68,14.16,Stormy,Medium,2.0,KITCH-5,Yes,Yes,False
NN-1201,2025-12-13,VIP,Eco-Glide,30.0,271.51,8.44,Clear,Low,5.0,KITCH-5,No,No,False
NN-1202,2025-12-10,Individual,Swift-X,35.0,162.29,9.7,High Winds,Medium,3.0,KITCH-2,No,No,False
NN-1203,2025-10-03,Individual,Swift-X,35.0,199.78,11.33,Clear,Low,3.0,KITCH-1,No,Yes,False
NN-1204,2025-03-21,Corporate,Swift-X,11.0,93.07,13.11,Clear,Low,3.0,KITCH-4,Yes,No,False
NN-1205,2025-12-08,VIP,Heavy-Lift,15.0,250.27,2.94,Rainy,High,4.0,KITCH-5,Yes,No,False
NN-1206,2025-10-24,Corporate,Swift-X,30.0,291.67,12.78,High Winds,Medium,3.0,KITCH-2,No,No,False
NN-1207,2025-06-25,Corporate,Heavy-Lift,30.0,113.49,8.08,Clear,High,4.0,KITCH-1,Yes,No,False
NN-1208,2025-03-23,VIP,Heavy-Lift,30.0,171.18,7.64,Rainy,Medium,1.0,KITCH-5,No,No,False
NN-1209,2025-06-30,Corporate,Heavy-Lift,63.0,66.96,7.26,High Winds,Low,3.0,KITCH-1,Yes,No,True
NN-1210,2025-02-10,Individual,Swift-X,30.0,187.58,8.48,Clear,Low,1.0,KITCH-5,Yes,No,False
NN-1211,2025-09-12,VIP,Swift-X,36.0,173.21,14.71,Clear,Low,2.0,KITCH-3,Yes,Yes,True
NN-1212,2025-11-15,Unknown,Swift-X,34.0,81.83,9.04,Clear,Medium,1.0,KITCH-2,No,Yes,False
NN-1213,2025-11-27,VIP,Heavy-Lift,31.0,157.73,14.83,Rainy,High,4.0,KITCH-1,Yes,No,False
NN-1214,2025-11-19,Unknown,Swift-X,21.0,130.2,3.78,Stormy,High,5.0,KITCH-3,Yes,Yes,False
NN-1215,2025-04-05,Corporate,Heavy-Lift,32.0,178.07,11.56,Rainy,Medium,3.0,KITCH-3,Yes,No,False
NN-1216,2025-12-17,Corporate,Eco-Glide,17.0,194.34,12.82,High Winds,High,3.0,KITCH-2,Yes,No,False
NN-1217,2025-06-21,VIP,Swift-X,22.0,47.17,10.91,High Winds,Low,3.0,KITCH-2,No,No,False
